artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,
Soulja Boy,Crank That (Soulja Boy),221933,False,2007,74,736,0.74,0,-2.18,1,0.0786,515,0.0,0.0468,803,140141,"hip hop, pop",
Fat Joe,Make It Rain,247413,True,2006,59,744,697,11,-5063,0,197,0.0106,0.0,0.0842,767,149.28,"hip hop, pop",
P!nk,U + Ur Hand,214386,True,2006,0,709,891,0,-3688,1,0.0528,0.00144,0.0,34,886,141.04,pop,
Rihanna,Shut Up And Drive,212280,False,2008,69,735,826,1,-4902,1,0.0349,0.00101,129,197,0.74,132964,"hip hop, pop, R&B",
Lloyd,Get It Shawty,209533,False,2007,62,822,905,5,-4032,0,241,123,0.0,0.0496,674,128014,"hip hop, pop, R&B",
Kanye West,Can't Tell Me Nothing,271600,True,2007,47,596,0.62,5,-6133,0,39,0.0122,0.0,0.82,102,80029,hip hop,
Camille Jones,The Creeps - Fedde Le Grand Radio Mix,152333,False,2006,17,847,861,6,-6632,1,0.0603,278,29,0.0626,724,127894,set(),
Linkin Park,What I've Done,205613,False,2007,77,623,0.93,5,-5285,1,0.0324,0.0141,1.64e-06,138,287,120119,"rock, metal",
Keyshia Cole,Last Night,255706,False,2007,60,918,857,3,-5032,0,0.0623,166,0.0003,0.0855,972,121006,"hip hop, pop, R&B",
Chris Brown,Kiss Kiss (feat. T-Pain),250666,False,2007,68,729,658,10,-3386,0,225,0.0506,0.0,0.0693,551,140043,"hip hop, pop, R&B",
Shop Boyz,Party Like A Rock Star,253400,True,2007,61,619,709,7,-4633,1,0.0395,0.00541,0.0,507,0.68,144972,"hip hop, pop",
Finger Eleven,Paralyzer,208106,False,2007,73,644,939,11,-3486,0,0.0456,157,0.0,233,861,106031,"rock, metal",
Justin Timberlake,Summer Love,252973,False,2006,66,606,591,0,-7228,0,87,0.0756,0.0,328,477,95802,pop,
MiMS,This Is Why I'm Hot,253706,True,2007,59,621,0.6,8,-6349,1,576,277,0.0,495,485,80021,"hip hop, pop",
Fabolous,Make Me Better,253573,True,2007,62,607,599,11,-6886,1,0.0995,0.33,0.0,199,562,86491,"hip hop, pop, R&B",
Seether,Fake It,193893,True,2007,73,611,0.95,8,-3509,1,0.0518,0.00141,1.59e-06,0.0543,607,132078,"rock, metal",
Take That,Patience,202066,False,2006,64,309,783,10,-4154,1,0.0405,142,1.11e-06,118,372,175788,pop,
Arctic Monkeys,Brianstorm,172866,False,2007,67,0.42,974,1,-4706,1,191,8.15e-05,0.00155,0.0871,463,165182,rock,
Justin Timberlake,My Love (feat. T.I.),276160,False,2006,72,771,0.68,11,-5881,0,224,277,1.18e-05,682,808,119952,pop,
Fergie,Glamorous,246600,True,2006,64,811,757,0,-6447,1,0.23,298,0.0,103,565,130993,"pop, R&B",
Linkin Park,Bleed It Out,166373,True,2007,73,529,967,1,-3647,0,0.0508,114,0.0,0.61,596,140127,"rock, metal",
My Chemical Romance,Teenagers,161920,False,2006,80,463,857,4,-3063,1,0.0632,0.0506,0.0,184,856,111647,rock,
Calvin Harris,Acceptable in the 80's,333680,False,2007,57,787,808,7,-5454,1,0.0511,0.0143,257,0.0466,942,127.99,"hip hop, pop, Dance/Electronic",
Sugababes,About You Now,212400,False,2007,66,584,699,1,-6065,0,0.0378,6.52e-05,6.05e-05,486,585,82499,"pop, R&B",
Avril Lavigne,Girlfriend,216600,True,2007,75,0.56,959,7,-2433,1,102,0.000722,0.000221,209,669,163983,pop,
Ne-Yo,Because Of You,266840,False,2007,74,0.81,538,0,-5784,0,0.0356,528,0.0,0.0951,828,109.97,"pop, R&B",
Daughtry,It's Not Over,215173,False,2016,45,0.45,921,10,-3476,0,0.0538,0.0467,0.0,311,413,145959,"pop, rock, metal",
Unk,Walk It Out,173040,True,2013,48,794,777,1,-3696,0,0.0813,0.0982,0.0,202,706,160022,"hip hop, pop",
Lloyd,You,273133,False,2007,70,412,876,5,-6008,0,0.47,102,0.0,297,703,130159,"hip hop, pop, R&B",
Klaxons,Golden Skans,165120,False,2007,65,463,836,2,-2776,0,0.0381,0.000418,7.38e-06,0.25,713,141955,rock,
T-Pain,Bartender (feat. Akon),238800,True,2007,3,675,394,8,-8539,1,133,0.0611,0.0,214,405,104987,"hip hop, pop, R&B",
Baby Boy Da Prince,The Way I Live - Main Explicit,324906,True,2006,59,0.88,438,0,-7562,1,248,0.0147,0.0,0.0907,714,90.02,"hip hop, pop",
Fergie,Fergalicious,292373,True,2006,63,906,584,8,-7.72,0,316,0.0576,0.0,128,831,129055,"pop, R&B",
Omarion,Ice Box,256426,False,2006,57,775,731,8,-5446,1,134,189,0.0,129,821,131105,"hip hop, pop, R&B",
Pretty Ricky,On the Hotline - Amended Version,242586,False,2007,57,704,854,10,-5477,0,183,0.0185,0.0,148,688,92988,"hip hop, pop, R&B",
Nickelback,Rockstar,252040,False,2005,69,616,0.91,0,-3004,1,0.0386,0.0459,0.0,343,693,144072,"rock, metal",
Fall Out Boy,Thnks fr th Mmrs,203506,False,2007,76,459,891,10,-5057,0,0.0623,0.00511,0.0,106,588,154837,rock,
Justin Timberlake,LoveStoned / I Think She Knows (Interlude),444333,True,2006,57,859,681,1,-6247,1,0.0549,0.34,0.000161,213,852,121243,pop,
All Time Low,"Dear Maria, Count Me In",182826,False,2007,76,459,895,2,-3126,1,0.0805,0.00725,0.0,206,572,181.04,rock,
Amy Winehouse,Back To Black,241293,True,2006,76,403,422,7,-13964,0,0.0373,134,2.05e-05,0.0861,378,122728,R&B,
Keyshia Cole,Let It Go,238360,False,2007,58,808,721,1,-5165,1,213,197,0.0,205,773,94955,"hip hop, pop, R&B",
Ciara,Promise,267413,False,2006,56,697,629,9,-5757,1,0.0425,409,3.8e-06,0.0819,439,123279,"pop, R&B",
Enrique Iglesias,Do You Know? (The Ping Pong Song),219533,False,2007,45,753,759,8,-4829,1,0.0487,0.0523,0.0,0.0263,706,114999,"pop, latin",
T2,Heartbroken - Edit,178613,False,2017,59,716,757,11,-5438,0,0.0329,0.0258,0.00392,0.16,877,139986,Dance/Electronic,
Robyn,With Every Heartbeat,254920,False,2005,36,477,865,4,-4462,0,0.0395,0.00877,4.52e-05,271,413,120872,"pop, Dance/Electronic",
Maroon 5,Makes Me Wonder,211080,True,2007,62,803,851,7,-2429,1,0.0357,0.00485,0.000358,0.0577,881,113996,pop,
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",212040,False,2007,68,435,887,9,-4.07,1,0.0636,0.000747,0.0,0.0327,408,199935,rock,
Paramore,Misery Business,211520,False,2007,72,517,906,1,-3677,1,0.0735,0.00272,9.26e-06,113,731,172977,"pop, rock",
Hinder,Better Than Me,223533,False,2019,30,451,682,2,-5295,0,29,205,0.0,175,254,139913,"pop, rock, metal",
Huey,"Pop, Lock & Drop It - Video Edit",261026,False,2006,52,723,644,11,-6863,0,222,0.00308,0.0,352,645,144.09,"hip hop, pop",
Foo Fighters,The Pretender,269373,False,2007,78,433,959,9,-4.04,1,0.0431,0.000917,0.0,28,365,172984,"rock, metal",
Plies,Shawty (feat. T Pain),255413,True,2007,61,444,708,4,-5926,0,126,0.0419,0.0,0.0775,0.26,105412,"hip hop, pop, R&B",
Kaiser Chiefs,Ruby,204200,False,2007,67,451,939,5,-2.82,0,0.0512,0.00673,4.85e-06,0.0774,448,93416,rock,
Mark Ronson,Stop Me (feat. Daniel Merriweather),232946,False,2007,46,626,906,0,-4334,1,0.0403,0.00128,8.52e-06,137,346,118035,pop,
Bow Wow,Outta My System (feat. T-Pain & Johntá Austin),238266,False,2006,57,772,0.59,6,-6957,1,183,0.0917,0.0,101,743,83998,"hip hop, pop, R&B",
Jim Jones,We Fly High,236080,True,2006,0,685,0.8,1,-6564,1,298,0.0847,0.0,92,483,120226,"hip hop, pop",
The Red Jumpsuit Apparatus,Face Down,192000,False,2006,74,545,932,7,-2189,0,0.0399,0.000665,0.0,127,464,92956,pop,
MIKA,Grace Kelly,187733,False,2006,69,675,828,0,-5799,1,0.0454,0.0242,0.0102,364,669,122229,pop,
Christina Aguilera,Candyman,194213,False,2006,66,686,789,8,-4713,0,0.23,0.0125,0.0147,142,0.72,172976,pop,
Sean Kingston,Beautiful Girls,225373,False,2007,78,762,661,1,-6075,0,0.0687,0.15,0.0,256,769,130009,"hip hop, pop, R&B",
Akon,Don't Matter,293066,True,2006,52,801,454,2,-6035,1,0.0371,225,0.0,226,0.34,125139,pop,
James Blunt,1973,280026,False,2007,68,0.72,668,9,-7928,1,0.0269,0.0652,0.00664,0.0789,768,123007,pop,
Carrie Underwood,Before He Cheats,199946,False,2005,76,519,749,6,-3318,0,0.0405,271,0.0,119,0.29,147905,"pop, country",
Just Jack,Starz In Their Eyes,295933,False,2006,52,0.67,0.8,3,-6731,1,0.0652,0.00184,0.000356,466,656,123802,Dance/Electronic,
T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),227960,False,2007,2,451,0.55,1,-8137,1,262,0.0108,0.0,0.0737,594,80001,"hip hop, pop, R&B",
Bone Thugs-N-Harmony,I Tried,287480,True,2007,61,727,0.71,4,-6142,1,0.0742,0.0104,0.0,107,378,81995,"hip hop, pop",
Avril Lavigne,When You're Gone,240493,False,2007,68,457,719,4,-3921,0,0.0323,191,0.0,228,168,142034,pop,
Rich Boy,Throw Some D's,263920,True,2007,57,697,0.86,11,-5181,1,0.43,0.0368,0.0,0.0721,433,160895,"hip hop, pop",
MIKA,Love Today,235173,False,2006,57,673,913,4,-4981,1,0.0664,0.0304,0.00298,113,587,124484,pop,
Manic Street Preachers,Your Love Alone Is Not Enough (feat. Nina Persson),235693,False,2007,53,344,921,2,-3049,1,0.0459,0.00143,1.13e-05,0.38,396,126766,"rock, pop",
Elliott Yamin,Wait for You,261320,False,2007,58,764,487,0,-6734,1,0.0281,0.25,0.0,184,352,116027,set(),
Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",241133,False,2007,56,733,744,1,-3.51,1,0.0553,0.0772,0.0,341,529,92515,set(),
Boys Like Girls,The Great Escape,206520,False,2007,62,423,0.94,1,-4012,0,0.0635,0.00166,0.0,178,505,149934,pop,
Take That,Rule The World - Radio Edit,237760,False,2007,58,357,774,2,-4226,1,34,0.0376,0.0,348,348,164054,pop,
J. Holiday,Bed,275106,False,2007,64,684,606,5,-7268,0,0.0504,0.17,0.0,58,723,127901,"hip hop, pop, R&B, Dance/Electronic",
Red Hot Chili Peppers,Snow (Hey Oh),334666,False,2006,79,427,0.9,11,-3674,1,0.0499,116,1.75e-05,119,599,104655,rock,
Ludacris,Runaway Love,280680,True,2006,51,405,721,1,-6.97,1,283,329,0.0,252,815,92854,"hip hop, pop",
Flo Rida,Low (feat. T-Pain),231400,False,2008,80,918,609,10,-5.64,0,0.0791,0.0928,0.0,139,304,128008,"hip hop, pop",
Katy Perry,I Kissed A Girl,179640,False,2008,73,699,0.76,5,-3173,1,0.0677,0.00223,0.0,132,696,129996,pop,
Rihanna,Take A Bow,229413,False,2008,74,697,467,9,-7536,1,0.0715,248,0.0,0.0941,572,82082,"hip hop, pop, R&B",
Alicia Keys,No One,253813,False,2007,77,644,549,1,-5415,0,0.0285,0.0209,8.85e-06,134,167,90.04,"pop, R&B",
Timbaland,Apologize,184400,False,2007,74,653,604,8,-6017,1,0.0278,0.0292,0.0,97,101,118016,"hip hop, pop, R&B",
Ne-Yo,Miss Independent,232000,False,2008,71,668,673,1,-5714,1,145,0.48,0.0,194,727,171812,"pop, R&B",
Chris Brown,With You,252120,False,2007,70,662,693,3,-4298,1,0.0698,134,0.0,145,655,86009,"hip hop, pop, R&B",
Beyoncé,If I Were a Boy,249146,False,2008,66,632,518,6,-6126,1,0.0313,107,0.0,354,427,90007,"pop, R&B",
Kardinal Offishall,Dangerous,246053,True,2008,75,949,0.79,8,-5957,1,0.0756,0.00437,0.0,0.0816,807,117002,"hip hop, pop, R&B",
Madcon,Beggin (original version),216146,False,2007,70,715,0.8,4,-5144,0,57,0.0271,0.0,0.0648,445,129023,"hip hop, pop",
September,Cry for You,209800,False,2007,65,767,881,9,-3988,1,0.0301,0.00133,0.000139,0.0551,961,130018,"pop, Dance/Electronic",
Rihanna,Disturbia,238626,False,2008,76,707,813,11,-4515,0,0.0571,0.0863,0.0,168,722,124921,"hip hop, pop, R&B",
Guru Josh Project,Infinity 2008,190013,False,2011,1,493,849,7,-6139,0,0.0576,0.000337,0.00672,355,483,127999,hip hop,
Britney Spears,Break the Ice,196053,False,2007,61,712,911,5,-3866,0,0.0445,689,8.02e-06,107,0.85,117533,pop,
Lil Wayne,Lollipop,299333,True,2008,69,829,428,0,-9469,1,0.0831,56,0.00413,137,0.45,148075,"hip hop, pop",
Basshunter,Now You're Gone - Video Edit,148186,False,2008,63,639,976,1,-5503,1,354,0.0213,0.0,0.0856,354,147.99,pop,
Kanye West,Flashing Lights,237506,True,2007,52,639,628,6,-7578,0,0.0399,0.0381,0.0,386,0.43,90482,hip hop,
Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),189693,False,2009,71,753,931,2,-4922,1,0.0652,0.00994,0.00696,234,767,113029,pop,
Katy Perry,Hot N Cold,220226,False,2008,73,706,841,7,-3956,1,0.0418,7.95e-05,0.0,0.0688,861,132032,pop,
Rihanna,Don't Stop The Music,267080,False,2008,77,835,669,6,-5582,0,0.0643,0.0336,6.92e-05,0.0535,542,122668,"hip hop, pop, R&B",
Snoop Dogg,Sensual Seduction,245520,False,2007,56,756,829,11,-3973,1,0.0682,3,3.46e-05,0.0578,504,120163,"hip hop, pop",
Akon,Right Now (Na Na Na),240746,False,2008,69,0.83,857,8,-4194,0,152,262,0.0,413,607,137982,pop,
Britney Spears,Womanizer,224400,False,2008,76,724,695,11,-5226,1,0.0622,73,0.0,0.0889,235,139.0,pop,
Eric Prydz,Pjanoo - Radio Edit,157432,False,2008,65,605,874,7,-4949,0,0.0295,0.000563,812,112,836,125.99,"pop, Dance/Electronic",
Kelly Rowland,Work,207920,False,2010,34,888,823,10,-6351,0,0.0538,0.00499,0.0,291,623,102757,"hip hop, pop, R&B",
Jeezy,Put On,321293,True,2008,69,654,0.77,9,-6091,0,0.0353,0.00342,0.0,0.0887,272,137616,"hip hop, pop",
Madonna,Give It 2 Me,287906,False,2008,57,837,954,8,-3512,0,0.0414,0.0933,0.000405,143,972,127019,pop,
The Pussycat Dolls,When I Grow Up,245680,False,2008,72,671,685,11,-5762,0,0.05,0.00165,0.0,398,368,118449,"pop, R&B",
will.i.am,Heartbreaker,327880,True,2007,46,788,549,9,-8793,0,0.0732,0.0352,127,147,449,120051,"hip hop, pop",
Soulja Boy,Crank That (Soulja Boy),221933,False,2007,74,736,0.74,0,-2.18,1,0.0786,515,0.0,0.0468,803,140141,"hip hop, pop",
Britney Spears,Piece of Me,212106,False,2007,64,769,638,11,-5054,1,216,0.0902,0.0,0.0857,782,115007,pop,
T.I.,Live Your Life,338853,True,2008,75,375,862,11,-3363,0,255,71,0.0,211,478,159841,"hip hop, pop",
Ne-Yo,Closer,234360,False,2008,65,709,745,4,-6437,0,0.0738,0.0225,5.2e-05,154,576,126027,"pop, R&B",
Lil Wayne,A Milli,221840,True,2008,69,674,695,6,-8636,0,278,0.0387,0.00202,194,773,151486,"hip hop, pop",
Colby O'Donis,What You Got,243013,False,2008,61,775,641,1,-6718,1,38,0.0327,0.0,0.18,305,119974,"hip hop, pop, R&B",
Miley Cyrus,See You Again,190453,False,2007,0,692,911,9,-5098,0,177,0.0149,7.34e-05,112,801,138975,pop,
Basshunter,All I Ever Wanted - Radio Edit,176453,False,2008,65,645,984,4,-7051,1,0.0508,164,0.00701,164,553,144954,pop,
Chris Brown,Kiss Kiss (feat. T-Pain),250666,False,2007,68,729,658,10,-3386,0,225,0.0506,0.0,0.0693,551,140043,"hip hop, pop, R&B",
Finger Eleven,Paralyzer,208106,False,2007,73,644,939,11,-3486,0,0.0456,157,0.0,233,861,106031,"rock, metal",
Alesha Dixon,The Boy Does Nothing,210680,False,2008,51,632,972,3,-2423,0,121,121,7.74e-05,0.0317,845,87.0,pop,
Dizzee Rascal,Dance Wiv Me - Radio Edit,204093,False,2011,68,878,746,11,-4281,1,0.0451,0.0476,0.0,154,792,111996,"hip hop, pop, Dance/Electronic",
Gabriella Cilmi,Sweet About Me,202133,False,2008,56,671,701,6,-5035,1,0.0288,0.0607,2.7e-06,163,585,131977,R&B,
Jack White,Another Way to Die,262240,False,2007,56,486,765,4,-4.23,0,128,0.0239,3.02e-05,0.11,386,141933,"rock, blues",
Plies,Hypnotized (feat. Akon),188493,True,2007,66,0.84,571,10,-7421,1,0.0797,0.16,0.0,406,617,116.59,"hip hop, pop, R&B",
The Pussycat Dolls,I Hate This Part,218400,False,2008,64,756,612,5,-4371,1,0.0317,0.0659,0.0,274,452,111572,"pop, R&B",
Sean Kingston,Take You There,236693,False,2008,65,752,921,5,-4321,0,0.0696,0.0182,0.0,256,634,115033,"hip hop, pop, R&B",
Natasha Bedingfield,Pocketful of Sunshine,203440,False,2008,62,726,881,9,-3892,0,0.0391,203,0.0,108,682,110019,pop,
The Offspring,"You're Gonna Go Far, Kid",177826,True,2008,78,0.55,917,0,-3159,1,0.0638,0.00428,0.0,197,601,126115,"rock, pop, metal",
Kanye West,Homecoming,203493,True,2007,47,667,747,1,-7059,1,189,337,0.0,115,918,86917,hip hop,
Estelle,American Boy,284733,True,2008,78,727,729,0,-2.99,1,326,171,0.0,0.07,512,117932,R&B,
Saving Abel,Addicted,222826,True,2008,69,512,864,7,-4146,1,0.0338,0.000821,0.0,0.0982,527,138018,"rock, metal",
Pendulum,Propane Nightmares,313346,False,2008,57,356,966,7,-4.13,0,0.0825,0.000262,148,192,215,173992,Dance/Electronic,
The Game,My Life,320893,True,2008,60,673,766,11,-5018,1,349,0.0724,0.0,0.0563,382,148113,"hip hop, pop",
Danity Kane,Damaged,244266,False,2008,57,774,653,8,-5158,0,0.05,0.0912,0.0,151,818,120.01,"pop, R&B",
P!nk,So What,215160,True,2008,76,534,0.87,11,-3078,0,0.0425,0.000334,0.0,241,462,126019,pop,
Kanye West,Love Lockdown,270306,False,2008,66,0.76,524,1,-7.67,0,0.0323,0.0542,0.5,112,112,119603,hip hop,
Gym Class Heroes,Cookie Jar (feat. The-Dream),216317,True,2008,54,687,668,5,-4061,1,0.0282,0.0253,0.0,744,418,113053,"hip hop, pop",
M.I.A.,Paper Planes,205200,False,2007,1,447,848,2,-6175,1,222,33,7.45e-05,0.65,485,172247,"pop, rock",
3 Doors Down,It's Not My Time,241960,False,2008,56,529,934,0,-4808,1,0.0602,0.00153,5.16e-06,118,282,127962,"pop, rock, metal",
Kylie Minogue,Wow,190973,False,2007,47,654,884,9,-5466,1,202,151,0.000268,379,851,124072,"pop, Dance/Electronic",
Mariah Carey,Touch My Body,204733,False,2008,0,715,665,4,-7736,0,0.0502,0.0996,0.0,224,0.84,78502,"pop, R&B",
MGMT,Kids,302840,False,2007,77,451,931,9,-3871,1,0.0719,0.00076,0.0049,361,172,122961,rock,
The Ting Tings,Shut Up and Let Me Go,171226,False,2007,55,852,927,7,-4497,1,0.0581,0.0109,0.00268,54,887,107993,"pop, rock, Dance/Electronic",
Lil Wayne,Got Money,244626,True,2008,58,694,661,7,-4847,1,118,0.00188,0.0,676,702,82.48,"hip hop, pop",
Santana,Into the Night (feat. Chad Kroeger),222440,False,2007,57,595,844,7,-4678,1,0.0331,0.0137,0.0,234,603,127981,"rock, blues, latin",
The-Dream,I Luv Your Girl,267866,True,2007,62,723,322,8,-9702,1,0.0341,14,0.0,119,0.0406,90063,"hip hop, pop, R&B",
Wiley,Wearing My Rolex - Radio Edit,170480,False,2008,59,876,716,1,-6884,1,135,0.0468,0.000482,0.0667,755,131942,"hip hop, Dance/Electronic",
Usher,Love in This Club (feat. Young Jeezy),259720,False,2008,71,573,712,0,-5976,1,0.0732,0.0572,0.0,167,346,140012,"hip hop, pop, R&B",
Sam Sparro,Black & Gold - Radio Edit,212360,False,2008,53,383,703,4,-5.65,0,0.0763,0.00116,2.39e-05,112,0.42,135968,"pop, Dance/Electronic",
"H ""two"" O",What's It Gonna Be (feat. Platnum),207476,False,2008,55,733,0.9,9,-4758,1,0.0341,0.0085,0.0218,151,937,139.61,Dance/Electronic,
The Ting Tings,That's Not My Name,310573,False,2008,51,755,901,9,-3152,1,0.0893,0.0451,0.0373,363,959,145042,"pop, rock, Dance/Electronic",
Plies,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",240760,True,2008,61,648,801,5,-7.24,0,167,154,0.0,339,807,78946,"hip hop, pop, R&B",
James Morrison,Broken Strings,250453,False,2008,70,0.57,717,1,-4914,1,29,0.00967,0.0,0.0833,321,111.91,"pop, R&B",
Leona Lewis,Run,314720,False,2007,62,285,462,5,-6166,0,0.0291,428,5.61e-06,122,0.0923,142365,"pop, R&B",
Metro Station,Shake It,179946,False,2007,67,618,955,4,-3836,1,0.0798,0.00221,3.09e-06,486,0.79,150034,"pop, rock",
T.I.,Whatever You Like,249533,True,2008,74,0.68,687,9,-6162,0,0.0709,0.0161,0.0,261,467,150053,"hip hop, pop",
Trey Songz,Can't Help but Wait,206413,False,2007,62,699,699,8,-5564,0,0.0737,358,0.0,0.0912,611,94977,"hip hop, pop, R&B",
OneRepublic,Stop And Stare,223853,False,2007,59,492,859,4,-4274,1,0.0332,0.0659,0.0,0.0756,251,92474,pop,
Alexandra Burke,Hallelujah,217826,False,2009,63,177,425,2,-6211,0,0.0291,654,0.0,195,0.0942,182571,pop,
Mary J. Blige,Just Fine,242133,False,2007,64,923,795,11,-3.61,0,117,0.0394,0.000565,101,588,123021,"pop, R&B",
Jordin Sparks,One Step At a Time,205160,False,2007,56,766,692,1,-4672,1,0.0289,0.0825,0.0,0.0384,691,102028,"pop, R&B",
Coldplay,Viva La Vida,242373,False,2008,80,486,617,5,-7115,0,0.0287,0.0954,3.23e-06,109,417,138015,"rock, pop",
Kings of Leon,Sex on Fire,203346,False,2008,80,542,905,9,-5653,1,54,0.00172,0.0104,136,374,153398,rock,
Kanye West,Good Life,207000,True,2007,45,439,808,1,-6881,1,346,0.00305,0.0,439,487,82962,hip hop,
Duffy,Mercy,219920,False,2008,69,793,859,0,-3774,1,0.0332,266,0.000356,133,964,129911,"pop, R&B",
David Archuleta,Crush,213520,False,2008,67,0.57,664,0,-4718,0,0.0322,0.00836,1.2e-05,0.0719,487,162084,pop,
J. Holiday,Suffocate - Superclean,220053,False,2007,58,458,445,9,-8391,0,361,0.64,0.0,118,447,82.82,"hip hop, pop, R&B, Dance/Electronic",
Gavin DeGraw,In Love With a Girl,206000,False,2008,51,438,906,3,-4.8,1,0.0438,0.0191,0.0,373,684,161905,"pop, Folk/Acoustic",
Jordin Sparks,Tattoo,233466,False,2007,54,566,766,2,-5036,1,0.0399,431,0.0,101,547,168005,"pop, R&B",
Coldplay,Violet Hill,222653,False,2008,63,0.33,0.58,1,-7875,0,0.0374,0.0614,0.00129,115,0.11,76093,"rock, pop",
Ray J,Sexy Can I feat. Yung Berg,204040,True,2008,1,575,684,1,-6007,1,325,299,0.0,614,926,172155,"hip hop, pop, R&B",
Jennifer Hudson,Spotlight,250106,False,2008,60,707,724,11,-3887,0,51,0.0448,0.0,72,659,108984,"pop, R&B, easy listening",
John Legend,Green Light (feat. André 3000),284186,False,2008,55,622,882,9,-5.59,0,119,0.0912,0.0,216,762,77506,"pop, R&B",
Jonas Brothers,Burnin' Up,175093,False,2008,68,667,954,2,-3462,1,0.0817,0.0296,0.0,331,807,114.03,pop,
Lupe Fiasco,Superstar (feat. Matthew Santos),289000,False,2007,64,572,822,11,-6015,0,361,207,0.0,359,472,94812,"hip hop, pop",
Chris Brown,Forever,278573,False,2008,74,672,0.82,11,-4456,1,0.0459,0.0368,0.000188,184,438,120005,"hip hop, pop, R&B",
Adele,Chasing Pavements,210506,False,2008,1,614,0.47,5,-6.09,0,0.0255,291,0.0,111,329,80045,"pop, R&B",
Leona Lewis,Better in Time,234173,False,2007,67,584,0.7,6,-4251,1,0.0506,512,2.43e-05,0.13,549,163953,"pop, R&B",
Fergie,Clumsy,240426,False,2006,58,731,563,2,-4046,1,131,191,0.00042,296,452,184009,"pop, R&B",
T-Pain,Can't Believe It (feat. Lil' Wayne),273826,False,2008,0,648,516,10,-8869,0,49,0.00179,0.0,0.0772,0.0756,89828,"hip hop, pop, R&B",
Black Eyed Peas,I Gotta Feeling,289133,False,2009,80,743,766,0,-6375,1,0.0265,0.0873,0.0,509,0.61,127.96,"hip hop, pop",
Lady Gaga,Poker Face,237200,False,2008,77,851,806,4,-4.62,1,0.0787,118,1.64e-06,121,787,118999,pop,
Beyoncé,Halo,261640,False,2008,74,508,0.72,11,-5908,0,0.0628,272,0.0,0.0563,472,79983,"pop, R&B",
David Guetta,Sexy Bitch (feat. Akon),195853,True,2010,75,813,627,11,-5018,0,0.0486,0.0771,0.000616,131,801,130011,"hip hop, pop, Dance/Electronic",
Flo Rida,Right Round,204640,False,2009,74,0.72,672,7,-6852,1,0.0551,9,0.0,232,705,124986,"hip hop, pop",
Taylor Swift,Love Story,236266,False,2008,74,617,741,2,-3.97,1,0.0311,131,0.0,0.0772,306,118984,pop,
Pitbull,Hotel Room Service,238506,False,2009,63,849,599,6,-8164,1,227,0.00301,0.000249,0.0763,761,126003,"hip hop, pop, latin",
Britney Spears,Circus,192360,False,2008,74,791,733,6,-5215,0,52,147,0.000381,0.0713,761,114.98,pop,
Lady Gaga,LoveGame,216333,False,2008,69,894,678,6,-5611,0,0.0523,0.00569,2.43e-06,317,844,105024,pop,
