artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,203960,False,2010,0,515,837,11,-2552,1,0.0401,0.0868,0.0,0.0403,0.52,126026,"pop, Dance/Electronic",
Usher,OMG (feat. will.i.am),269493,False,2010,73,781,745,4,-5.81,0,0.0332,198,1.14e-05,0.36,326,129998,"hip hop, pop, R&B",
Maroon 5,Misery,216200,False,2010,67,703,0.81,4,-4874,0,0.0424,0.000315,0.0,216,726,102978,pop,
Jay Sean,Down,212106,False,2009,3,657,695,2,-4493,1,0.0321,0.0108,0.0,0.0822,683,65997,"hip hop, pop, R&B",
Rihanna,Man Down,267000,True,2010,68,0.47,904,0,-4024,0,177,0.0436,0.0,0.0491,557,155788,"hip hop, pop, R&B",
3OH!3,My First Kiss (feat. Ke$ha),192440,False,2010,62,682,889,0,-4166,1,0.0804,0.00564,0.0,0.36,827,138021,"hip hop, pop, rock",
Justin Bieber,Baby,214240,False,2010,81,728,859,5,-5237,0,137,0.0401,0.0,111,535,65043,pop,
Cali Swag District,Teach Me How to Dougie,237480,True,2011,66,846,438,11,-4981,1,141,0.2,9.43e-05,0.0939,512,85013,"hip hop, pop",
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,206460,True,2010,54,736,929,7,-5.89,0,0.0674,0.00237,1.11e-05,402,658,125.03,"pop, Dance/Electronic",
K'NAAN,Wavin' Flag,220520,False,2009,57,625,699,0,-6416,1,0.0729,0.13,0.0,238,717,75974,set(),
Ludacris,How Low,201586,True,2010,63,785,498,1,-6977,1,0.0533,0.00248,1.23e-06,224,418,143.96,"hip hop, pop",
Kesha,Blah Blah Blah (feat. 3OH!3),172053,True,2010,61,752,836,10,-3173,1,115,0.0843,0.000425,424,519,120003,"pop, Dance/Electronic",
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",232506,True,2010,51,544,781,10,-3616,1,189,14,0.0,161,277,150.1,"hip hop, pop",
Jason Derulo,In My Head,199026,False,2010,65,762,748,0,-4.15,0,33,0.0266,0.0,348,851,110009,"hip hop, pop",
Aloe Blacc,I Need A Dollar,243053,False,2010,1,0.84,482,6,-7116,0,0.0333,202,0.0,0.0873,957,95498,R&B,
B.o.B,Airplanes (feat. Hayley Williams of Paramore),180480,True,2010,74,0.66,867,6,-4285,0,116,0.11,0.0,0.0368,377,93033,"hip hop, pop",
Ludacris,My Chick Bad,216933,True,2010,68,624,723,1,-6782,1,378,172,0.0,483,757,84789,"hip hop, pop",
Nelly,Just A Dream,237800,False,2010,73,531,752,1,-6161,1,0.0305,0.0421,0.0,0.12,103,89917,"hip hop, pop, R&B",
Rihanna,What's My Name?,263173,False,2010,66,692,786,2,-2959,1,69,0.23,0.0,0.0797,583,100025,"hip hop, pop, R&B",
Shontelle,Impossible,226533,False,2010,35,599,624,8,-3631,1,0.0343,385,0.0,125,539,90034,"pop, R&B",
Take That,The Flood,289359,False,2010,57,514,0.83,11,-6077,0,44,0.0378,1.43e-06,122,138,100631,pop,
Trey Songz,Say Aah (feat. Fabolous),207546,False,2009,54,724,0.87,1,-3614,0,113,0.00453,0.0,833,0.81,93.01,"hip hop, pop, R&B",
Jason Derulo,Whatcha Say,221253,False,2010,70,615,711,11,-5507,1,0.0779,0.0444,0.0,145,711,144036,"hip hop, pop",
Drake,Over,233560,True,2010,57,325,848,7,-5611,1,279,0.0109,0.0,124,433,100093,"hip hop, pop, R&B",
Example,Kickstarts,181826,False,2010,63,0.61,836,5,-4455,1,0.0573,0.00374,0.0,358,657,126056,"pop, Dance/Electronic",
Plan B,She Said,208853,False,2010,62,0.72,538,3,-5.85,0,141,301,3.03e-06,144,815,147007,Dance/Electronic,
The Saturdays,Higher,207613,False,2010,61,639,862,10,-3292,1,0.0341,49,6.81e-06,264,596,117011,"pop, Dance/Electronic",
Jay Sean,Do You Remember,210306,False,2009,2,855,668,11,-4892,1,0.0644,0.0242,0.0,102,803,125846,"hip hop, pop, R&B",
Usher,Hey Daddy (Daddy's Home),224093,False,2010,60,0.59,698,11,-4262,1,0.0286,0.000176,0.0,107,352,95975,"hip hop, pop, R&B",
Lil Wayne,Right Above It,271946,True,2010,68,376,841,3,-4348,0,356,0.0435,0.0,578,463,76052,"hip hop, pop",
The Wanted,All Time Low,205200,False,2010,18,689,615,8,-5022,0,0.0563,352,0.0,0.0789,783,134036,"pop, Dance/Electronic",
Kesha,Your Love Is My Drug,187133,False,2010,69,826,612,1,-3891,1,0.0982,0.00681,0.0,0.0889,756,120057,"pop, Dance/Electronic",
Ellie Goulding,Starry Eyed,176613,False,2010,54,504,814,5,-5346,0,0.0389,135,1.42e-05,324,596,149967,"pop, rock, Dance/Electronic",
Drake,Find Your Love,208946,False,2010,56,625,613,6,-6005,0,173,0.0209,0.0,0.0286,738,96033,"hip hop, pop, R&B",
Jason Derulo,Ridin' Solo,215746,False,2010,66,442,0.83,9,-4.02,1,146,128,0.0,129,578,89338,"hip hop, pop",
Two Door Cinema Club,What You Know,189693,False,2010,0,0.55,753,6,-4003,0,0.0407,0.000665,7.74e-06,0.0921,841,139048,"World/Traditional, rock, pop",
JAY-Z,Young Forever,253906,True,2009,65,637,0.69,9,-3214,0,0.0693,417,0.0,211,103,140329,hip hop,
Young Money,BedRock,288133,True,2009,71,733,664,8,-6163,1,295,102,0.0,191,557,148005,"hip hop, pop",
B.o.B,Nothin' on You (feat. Bruno Mars),268320,False,2010,74,688,853,10,-5814,1,0.0493,386,0.0,0.0862,743,103993,"hip hop, pop",
Katy Perry,Teenage Dream,227741,False,2010,69,719,798,10,-4582,1,0.0361,0.0162,2.34e-06,134,591,120011,pop,
Scouting For Girls,This Ain't a Love Song,210680,False,2017,52,458,905,0,-4157,1,0.0451,0.000431,0.0,378,553,176667,"pop, rock",
Travie McCoy,Billionaire (feat. Bruno Mars),211160,True,2010,72,633,673,6,-6403,0,258,297,0.0,206,659,86776,"hip hop, pop",
Owl City,Fireflies,228346,False,2009,78,512,662,3,-6797,1,0.0439,0.0275,0.0,118,472,180114,"rock, pop",
Alicia Keys,Empire State of Mind (Part II) Broken Down,216480,False,2009,71,484,368,6,-7784,1,0.0341,0.74,3.82e-05,118,142,92923,"pop, R&B",
Lady A,Need You Now,236440,False,2010,73,581,717,4,-4433,1,0.0318,0.0298,0.000186,243,316,107884,"pop, country",
Taylor Swift,Back To December,293026,False,2010,65,529,0.67,2,-4663,1,0.0303,117,0.0,334,286,141893,pop,
Neon Trees,Animal,212306,False,2010,64,482,829,5,-5576,1,0.0437,0.00034,0.0,378,739,147.99,"rock, pop",
Kris Allen,Live Like We're Dying,212506,False,2009,51,589,893,0,-2948,1,0.0397,0.0273,0.0,343,0.94,92011,pop,
Matt Cardle,When We Collide,226000,False,2011,46,443,683,2,-5521,1,0.0343,0.0198,5.26e-06,313,447,81986,pop,
Robyn,Dancing On My Own,288670,False,2010,0,687,865,6,-4663,1,0.0349,0.0743,225,0.0966,261,117015,"pop, Dance/Electronic",
The Band Perry,If I Die Young,222773,False,2010,64,606,497,4,-6611,1,0.0277,348,0.0,275,362,130739,country,
B.o.B,Magic (feat. Rivers Cuomo),196133,False,2010,65,549,932,8,-4.11,0,343,0.0127,0.0,347,787,82439,"hip hop, pop",
Adele,Rolling in the Deep,228093,True,2011,2,0.73,0.77,8,-5114,1,0.0298,138,0.0,0.0473,507,104948,"pop, R&B",
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201493,False,2010,77,722,761,11,-4459,0,0.0475,0.0117,0.0,315,624,128044,pop,
LMFAO,Party Rock Anthem,262146,False,2011,73,751,736,5,-4168,0,156,0.0206,0.0,265,352,130014,"hip hop, pop, Dance/Electronic",
Katy Perry,Firework,227893,False,2010,72,638,832,8,-5039,1,49,141,0.0,113,648,124071,pop,
Bruno Mars,Grenade,222091,False,2010,78,704,558,2,-7273,0,0.0542,148,0.0,107,245,110444,pop,
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),234453,False,2011,71,595,912,10,-3428,0,0.0884,0.0434,0.0,259,762,128024,"hip hop, pop, latin",
Alexandra Stan,Mr. Saxobeat,195105,False,2011,0,726,931,11,-4152,0,0.0468,0.0218,0.000283,143,797,126976,"pop, Dance/Electronic",
David Guetta,Who's That Chick? (feat. Rihanna),201040,False,2010,71,675,602,11,-4733,0,116,0.00377,0.0,0.0458,933,127938,"hip hop, pop, Dance/Electronic",
Jennifer Lopez,On The Floor,284866,False,2011,79,0.73,777,3,-5194,0,0.0496,105,0.000478,0.0691,575,130.0,"hip hop, pop, R&B",
Rihanna,S&M,243533,False,2010,73,767,682,1,-5.02,1,42,0.0113,0.00016,104,833,127975,"hip hop, pop, R&B",
Kesha,Blow,219973,False,2010,69,753,729,11,-3862,0,0.0392,0.00334,5.66e-05,73,812,120013,"pop, Dance/Electronic",
Snoop Dogg,Sweat - Remix,195986,False,2011,68,813,732,7,-5636,1,0.03,0.0597,0.00137,0.0826,731,130.02,"hip hop, pop",
Taio Cruz,Higher,187626,False,2010,61,672,907,8,-5069,0,0.0721,0.0048,3.4e-05,156,746,128027,"hip hop, pop",
Usher,More - RedOne Jimmy Joker Remix,219986,False,2010,67,551,893,7,-2628,1,0.0543,0.00166,0.0,348,794,125083,"hip hop, pop, R&B",
Example,Changed the Way You Kiss Me - Radio Edit,195466,False,2011,42,578,857,4,-3.78,0,41,0.00548,0.00162,0.0948,188,126979,"pop, Dance/Electronic",
Black Eyed Peas,Just Can’t Get Enough,219426,False,2010,76,659,628,0,-8685,0,179,186,0.0,105,262,94.05,"hip hop, pop",
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),194840,True,2012,72,666,876,3,-3078,1,0.0414,55,0.0,259,552,129884,"hip hop, pop, Dance/Electronic",
Lykke Li,I Follow Rivers - The Magician Remix,281106,False,2011,51,786,709,9,-5737,0,0.0395,0.0192,0.00118,0.0845,285,122019,"pop, Dance/Electronic",
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",252306,False,2011,81,671,939,8,-3206,1,161,191,0.0,298,0.53,129024,"hip hop, pop, latin",
Selena Gomez & The Scene,Love You Like A Love Song,188453,False,2011,79,858,678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,922,117009,"pop, Dance/Electronic",
Wiz Khalifa,Black and Yellow,217666,True,2011,75,684,834,2,-4524,0,0.0675,0.0646,0.0,271,538,164.02,"hip hop, pop",
Katy Perry,E.T.,229573,False,2012,65,0.62,869,1,-5252,1,175,0.0181,0.0,369,0.76,151684,pop,
Britney Spears,I Wanna Go,210266,False,2011,66,696,546,5,-6.55,1,0.0414,0.00379,3.8e-06,332,787,130002,pop,
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960,False,2011,81,646,795,9,-3293,1,0.0976,0.0319,0.0,267,796,89.99,"hip hop, pop",
Edward Maya,Stereo Love - Radio Edit,184573,False,2010,66,799,783,1,-3896,0,0.0322,0.0346,0.0186,0.0757,586,127041,pop,
Enrique Iglesias,Tonight (I'm Fuckin' You),232213,True,2010,63,648,0.89,0,-3982,0,0.0523,0.0294,3.58e-06,116,321,125953,"pop, latin",
Jeremih,Down On Me,228453,False,2010,72,0.7,598,2,-7783,1,114,0.0369,0.0,111,594,160041,"hip hop, pop, R&B",
Sak Noel,Loca People - Radio Edit,215624,True,2011,49,926,808,11,-3148,0,0.0599,0.000915,0.00327,0.0515,701,127998,Dance/Electronic,
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),202266,False,2011,61,843,881,9,-3951,1,0.0581,0.14,0.0,0.0765,876,110621,"pop, Dance/Electronic",
LMFAO,Sexy And I Know It,199480,False,2011,67,707,861,7,-4225,1,316,0.1,0.0,191,795,130021,"hip hop, pop, Dance/Electronic",
Cobra Starship,You Make Me Feel... (feat. Sabi),215693,False,2011,70,668,857,7,-2944,0,0.0535,0.0191,6.71e-06,0.0385,748,131959,"pop, Dance/Electronic",
Jessie J,Do It Like A Dude,195240,True,2011,57,663,843,2,-3672,1,49,0.0491,0.0,364,375,140036,"hip hop, pop",
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,206776,False,2012,55,0.31,926,6,-1131,0,0.0464,0.0184,0.00792,483,493,139.85,"pop, Dance/Electronic",
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,True,2010,76,0.76,595,1,-6366,1,0.0391,0.00544,0.0,241,361,131497,"hip hop, pop",
Nickelback,When We Stand Together,190786,False,2011,65,446,0.9,10,-3541,0,0.0489,0.000102,1.89e-05,0.0404,0.88,187961,"rock, metal",
M83,Midnight City,243960,False,2011,76,507,729,11,-5399,0,0.0393,0.0182,1.4e-06,0.0658,272,105013,"rock, pop, metal, Dance/Electronic",
Britney Spears,Till the World Ends,237946,False,2011,65,693,705,8,-5747,1,0.0665,0.0228,0.0,202,0.45,131951,pop,
Labrinth,Earthquake (feat. Tinie Tempah),274600,True,2012,62,0.54,856,0,-3966,0,0.1,109,0.0,276,258,153071,pop,
Jason Derulo,Don't Wanna Go Home,206080,False,2011,63,671,808,2,-4861,0,0.0652,0.02,0.0,134,637,121956,"hip hop, pop",
Coldplay,Paradise,278719,False,2011,82,449,585,5,-6761,1,0.0268,0.0509,8.75e-05,0.0833,212,139631,"rock, pop",
Katy Perry,Last Friday Night (T.G.I.F.),230746,False,2012,74,649,815,3,-3796,0,0.0415,0.00125,4.31e-05,671,765,126.03,pop,
Adele,Set Fire to the Rain,242973,False,2011,2,603,0.67,2,-3882,0,0.0249,0.00408,1.66e-06,112,445,107995,"pop, R&B",
Dr. Dre,I Need A Doctor,283733,True,2011,71,594,946,3,-4521,1,452,0.0869,0.0,306,397,155826,hip hop,
Lil Wayne,6 Foot 7 Foot,248586,True,2011,1,364,752,2,-5429,1,304,0.0007,0.0,318,606,79119,"hip hop, pop",
DJ Khaled,I'm On One,296146,True,2011,70,413,807,11,-3499,0,318,0.0536,0.0,631,438,149.33,"hip hop, pop",
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222586,True,2011,71,767,677,11,-6128,0,184,0.0339,5.51e-06,144,538,146155,"hip hop, pop, R&B",
Far East Movement,Rocketeer,211253,False,2010,61,664,845,4,-6115,0,0.0461,181,0.0,267,357,96005,"hip hop, pop",
The Wanted,Glad You Came,197935,False,2011,77,722,851,7,-3873,0,0.0639,0.0319,0.0,108,452,126885,"pop, Dance/Electronic",
Kesha,We R Who We R,204760,False,2010,71,736,817,8,-4.9,1,0.0407,0.00987,0.00167,117,653,119.95,"pop, Dance/Electronic",
Kelly Rowland,Motivation,230560,False,2011,65,744,672,9,-5589,0,0.0418,187,0.000123,105,266,140889,"hip hop, pop, R&B",
Rihanna,We Found Love,215226,False,2011,75,735,766,1,-4485,1,0.0383,25,0.00138,108,0.6,127985,"hip hop, pop, R&B",
Nicole Scherzinger,Don't Hold Your Breath,197440,False,2011,62,0.66,797,5,-6096,0,0.0262,0.00646,0.000108,187,674,110955,"pop, Dance/Electronic",
Mann,Buzzin Remix,224333,True,2011,48,687,939,10,-4372,0,146,0.0887,0.0,283,539,104029,"hip hop, pop",
Chris Brown,Yeah 3x,241666,True,2011,69,705,882,11,-3201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,"hip hop, pop, R&B",
Swedish House Mafia,Save The World,213337,False,2011,65,507,665,0,-7598,1,0.0474,0.0144,0.0,0.0759,0.4,126879,"pop, Dance/Electronic",
Kanye West,All Of The Lights,299613,True,2010,76,531,803,1,-3284,1,0.0717,0.0796,1.71e-05,176,221,142113,hip hop,
Miguel,Sure Thing,195373,False,2010,78,684,607,11,-8127,0,0.1,0.0267,0.000307,191,498,81001,"pop, R&B",
Diddy - Dirty Money,Coming Home,238693,False,2010,69,392,839,7,-1921,1,193,158,0.0,0.3,232,168001,"hip hop, pop, R&B",
Rihanna,What's My Name?,263173,False,2010,66,692,786,2,-2959,1,69,0.23,0.0,0.0797,583,100025,"hip hop, pop, R&B",
Chris Brown,Beautiful People,225881,False,2019,53,415,775,5,-6366,0,161,0.0658,0.00431,0.0843,536,127898,"hip hop, pop, R&B",
Avril Lavigne,What the Hell,220706,False,2011,74,578,926,6,-3689,0,0.0548,0.00472,0.0127,0.14,877,149976,pop,
Professor Green,Read All About It,235735,True,2011,39,656,752,11,-5522,0,0.0434,336,0.0,223,445,100963,Dance/Electronic,
Chase & Status,Blind Faith,233666,False,2011,60,0.45,846,9,-4712,0,0.0472,0.00523,0.0,228,402,140042,Dance/Electronic,
Chip,Champion (feat. Chris Brown),237293,True,2011,48,415,934,6,-2914,0,0.24,78,0.0,145,0.52,190151,"hip hop, Dance/Electronic",
Selena Gomez & The Scene,Who Says,195613,False,2011,76,682,927,4,-2915,1,0.0479,0.0843,0.0,149,744,101019,"pop, Dance/Electronic",
Rizzle Kicks,Down With The Trumpets,186851,False,2011,59,753,0.88,4,-4689,0,0.0806,87,0.0,0.24,794,115057,hip hop,
Lady Gaga,Born This Way,260253,False,2011,72,587,828,11,-5108,1,161,0.00327,0.0,331,494,123907,pop,
Nicki Minaj,Super Bass,200013,True,2010,0,0.72,861,11,-4339,1,209,269,5.11e-06,601,669,126991,"hip hop, pop",
Mac Miller,Donald Trump,165908,True,2011,61,636,901,1,-7094,0,118,119,0.0,391,836,162994,hip hop,
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,222186,False,2012,62,779,963,2,-2125,0,0.0399,0.0334,493,664,759,127941,"hip hop, pop, Dance/Electronic",
David Guetta,Without You (feat. Usher),208133,False,2012,70,608,614,2,-3727,1,0.0285,227,4.06e-06,157,402,127884,"hip hop, pop, Dance/Electronic",
Foster The People,Pumped Up Kicks,239600,False,2011,82,733,0.71,5,-5849,0,0.0292,145,115,0.0956,965,127975,"rock, pop",
Drake,Headlines,235986,True,2011,74,636,566,6,-7.16,0,106,365,0.000353,0.0917,425,151894,"hip hop, pop, R&B",
Jessie J,Price Tag,223053,False,2011,73,636,831,5,-3945,1,182,0.0294,3.85e-06,272,668,175015,"hip hop, pop",
Jason Aldean,Dirt Road Anthem,229413,False,2010,53,678,739,2,-5068,1,0.0352,0.32,2.36e-06,116,658,127037,country,
Wiz Khalifa,Roll Up,227773,True,2011,63,523,805,3,-5473,1,192,0.0524,0.0,0.0914,602,125358,"hip hop, pop",
OneRepublic,Good Life,253306,True,2009,72,634,0.69,6,-7804,1,52,0.0771,0.0,132,645,94988,pop,
Bad Meets Evil,Lighters,303813,True,2011,68,676,695,0,-8327,1,245,352,0.0,119,144,90268,"hip hop, pop",
Bruno Mars,The Lazy Song,189109,False,2010,75,794,711,8,-5124,0,0.0699,0.3,0.0,0.0955,955,174915,pop,
Lupe Fiasco,The Show Goes On,239613,True,2011,70,591,889,7,-3839,1,115,0.0189,0.0,155,0.65,143067,"hip hop, pop",
James Morrison,I Won't Let You Go,229303,False,2011,64,537,611,0,-6427,1,0.0304,229,0.0,146,161,105955,"pop, R&B",
Jason Derulo,It Girl,192200,False,2011,70,668,718,1,-4736,0,0.0605,0.0165,0.0,104,345,91993,"hip hop, pop",
Adele,Someone Like You,285240,False,2011,4,554,321,9,-8251,1,28,893,0.0,0.0996,288,135047,"pop, R&B",
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,282400,False,2011,65,683,734,4,-4523,0,29,0.00112,0.0139,258,576,106254,rock,
Keri Hilson,Pretty Girl Rock,243920,False,2010,67,666,0.87,11,-5004,0,246,203,0.0,0.0851,0.9,160014,"pop, R&B",
P!nk,F**kin' Perfect,213413,True,2010,60,563,671,7,-4788,1,0.0373,0.0422,0.0,0.36,0.45,91964,pop,
Blake Shelton,Honey Bee,210720,False,2011,50,481,849,4,-5131,1,0.0385,0.00167,1.49e-06,121,723,205.57,country,
Lady Gaga,The Edge Of Glory,320546,False,2011,67,583,768,9,-6477,1,41,0.000323,0.0162,109,357,127952,pop,
Lady A,Just A Kiss,218840,False,2011,63,593,639,1,-5826,1,0.0307,446,0.0,0.0998,332,142881,"pop, country",
Hot Chelle Rae,Tonight Tonight,200466,False,2011,73,686,783,4,-4977,1,119,0.0764,0.0,163,814,99978,"hip hop, pop, rock",
Grouplove,Tongue Tied,218013,False,2011,79,0.56,936,3,-5835,1,0.0439,0.00847,0.0,161,371,112.96,"pop, rock, Folk/Acoustic",
Coldplay,Every Teardrop Is a Waterfall,240796,False,2011,69,425,732,9,-6883,1,0.0396,0.00194,0.0103,171,333,117.98,"rock, pop",
Beyoncé,Best Thing I Never Had,253746,False,2011,69,545,649,6,-4062,1,0.0324,143,1.57e-05,0.0894,297,99099,"pop, R&B",
P!nk,Raise Your Glass,202960,True,2010,76,0.7,709,7,-5006,1,0.0838,0.0048,0.0,29,624,122019,pop,
Christina Perri,Jar of Hearts,246587,False,2011,72,349,348,3,-6142,1,0.0316,726,0.0,0.12,0.0886,74541,pop,
Bruno Mars,Marry You,230192,False,2010,75,621,0.82,10,-4865,1,0.0367,332,0.0,104,452,144905,pop,
The Band Perry,If I Die Young,222773,False,2010,64,606,497,4,-6611,1,0.0277,348,0.0,275,362,130739,country,
Lil Wayne,How To Love,240306,False,2011,0,644,661,11,-6093,1,0.0418,0.000177,5.23e-06,108,272,153992,"hip hop, pop",
Charlene Soraia,Wherever You Will Go,197577,False,2011,60,597,115,9,-9217,1,0.0334,0.82,0.000215,111,128,111202,pop,
Christina Perri,A Thousand Years,285120,False,2011,70,421,407,10,-7445,1,0.0267,309,0.000961,0.11,161,139028,pop,
Rihanna,We Found Love,215226,False,2011,75,735,766,1,-4485,1,0.0383,25,0.00138,108,0.6,127985,"hip hop, pop, R&B",
Carly Rae Jepsen,Call Me Maybe,193400,False,2012,78,783,0.58,7,-6548,1,0.0408,0.0114,2.28e-06,108,0.66,120021,"pop, Dance/Electronic",
fun.,We Are Young (feat. Janelle Monáe),250626,False,2012,76,378,638,10,-5576,1,75,0.02,7.66e-05,0.0849,735,184086,"rock, pop",
Sean Paul,She Doesn't Mind,227786,False,2012,70,718,776,7,-5208,0,0.0693,0.000624,5.3e-06,207,622,120015,"hip hop, pop",
Pitbull,International Love (feat. Chris Brown),227280,False,2011,74,0.67,855,0,-3035,0,0.0499,0.0124,0.0,335,648,120.05,"hip hop, pop, latin",
DEV,In The Dark,226226,False,2012,52,736,824,8,-4231,1,0.0672,0.00358,0.000921,329,443,124954,"pop, Dance/Electronic",
Adele,Skyfall,286480,False,2012,74,346,552,0,-6864,0,0.0282,417,0.0,114,0.0789,75881,"pop, R&B",
David Guetta,Turn Me On (feat. Nicki Minaj),199680,False,2012,65,704,793,8,-2266,1,0.0591,0.0488,0.0,575,412,127.96,"hip hop, pop, Dance/Electronic",
Rihanna,Where Have You Been,242680,False,2011,71,719,847,0,-6.34,0,0.0916,0.00201,0.0204,223,444,127963,"hip hop, pop, R&B",
JAY-Z,Ni**as In Paris,219333,True,2011,82,789,858,1,-5542,1,311,127,0.0,349,775,140022,hip hop,
Maroon 5,One More Night,219546,False,2012,74,716,821,5,-3435,0,0.0314,0.0558,0.0,0.0844,618,92997,pop,
Skrillex,Bangarang (feat. Sirah),215253,True,2011,70,716,972,7,-2302,1,196,0.0145,3.22e-05,317,576,110026,"hip hop, pop, Dance/Electronic",
The Wanted,Chasing The Sun,198800,False,2012,69,637,732,7,-6209,0,0.0965,244,0.0,498,0.68,128108,"pop, Dance/Electronic",
Flo Rida,Whistle,224653,False,2012,77,747,937,0,-5746,1,0.0453,0.0208,0.0,0.29,739,103976,"hip hop, pop",
will.i.am,This Is Love,279026,False,2013,62,535,796,0,-3446,0,0.0445,0.00473,0.0,145,282,128954,"hip hop, pop",
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],222500,False,2012,66,492,857,7,-2634,1,0.0655,0.0841,7.82e-06,344,393,129973,"hip hop, pop, Dance/Electronic",
Nicki Minaj,Pound The Alarm,205640,True,2012,64,728,858,9,-3686,1,0.0609,0.0403,4.09e-06,0.0241,591,125055,"hip hop, pop",
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,313786,True,2012,63,716,485,1,-7745,1,404,123,2.69e-05,604,0.26,74132,hip hop,
MARINA,Primadonna,221075,False,2012,78,0.66,689,4,-2671,0,0.0337,0.0884,0.0,0.0922,427,127.98,"pop, Dance/Electronic",
Kanye West,Mercy,329320,True,2012,73,563,496,6,-9381,0,406,0.0685,5.8e-05,173,426,139993,hip hop,
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,182333,False,2012,58,524,972,4,-1569,0,0.0431,0.00656,0.00058,224,476,175017,"pop, Dance/Electronic",
LMFAO,Sexy And I Know It,199480,False,2011,67,707,861,7,-4225,1,316,0.1,0.0,191,795,130021,"hip hop, pop, Dance/Electronic",
PSY,Gangnam Style (강남스타일),219493,False,2012,72,727,937,11,-2871,0,286,0.00417,0.0,91,749,132067,pop,
Kesha,Die Young,211920,False,2012,78,711,0.7,1,-4805,0,46,0.00498,0.000125,215,801,128001,"pop, Dance/Electronic",
Usher,Scream,234693,False,2012,66,616,862,7,-5.18,0,0.0973,0.00117,0.0,179,569,127992,"hip hop, pop, R&B",
Olly Murs,Troublemaker (feat. Flo Rida),185586,False,2012,0,762,863,0,-3689,0,0.0565,15,0.0,125,965,106008,"pop, Dance/Electronic",
Linkin Park,BURN IT DOWN,230253,False,2012,73,585,972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,585,110006,"rock, metal",
Bruno Mars,Locked out of Heaven,233478,False,2012,85,726,698,5,-4165,1,0.0431,49,0.0,309,867,143994,pop,
Avicii,Levels - Radio Edit,199906,False,2011,77,584,889,1,-5941,0,0.0343,0.0462,828,309,464,126.04,"pop, Dance/Electronic",
Flo Rida,Good Feeling,248133,False,2012,76,706,0.89,1,-4444,0,0.0688,0.0588,0.00286,306,684,128011,"hip hop, pop",
Rihanna,Diamonds,225146,False,2012,75,564,0.71,11,-4.92,0,0.0461,0.00125,0.0,109,393,91972,"hip hop, pop, R&B",
Wiz Khalifa,"Work Hard, Play Hard",219026,True,2012,62,787,666,11,-4475,1,0.0485,0.0409,1.91e-05,296,485,140008,"hip hop, pop",
Katy Perry,Part Of Me,216160,False,2012,73,678,918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,769,130028,pop,
Nicki Minaj,Starships,210626,True,2012,75,747,716,11,-2457,0,75,135,0.0,251,751,125008,"hip hop, pop",
Kendrick Lamar,m.A.A.d city,350120,True,2012,67,487,729,2,-6815,1,271,0.0538,4.07e-06,0.44,217,91048,hip hop,
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],212360,False,2012,0,821,676,3,-6366,0,0.0547,187,0.0001,0.0927,559,119012,pop,
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,218190,False,2011,68,578,946,11,-3.85,0,0.0482,0.00225,0.00412,0.0966,588,126092,"rock, pop, Dance/Electronic",
Azealia Banks,212,204956,True,2014,0,847,769,11,-5761,0,258,0.0145,0.00012,0.0767,626,126017,"hip hop, pop, R&B",
Maroon 5,Payphone,231173,True,2012,82,743,752,4,-4813,1,0.0414,0.0188,0.0,287,545,110015,pop,
James Arthur,Impossible,209440,False,2013,75,376,695,0,-4782,0,0.0933,135,0.0,0.11,302,169533,pop,
Michel Teló,Ai Se Eu Te Pego - Live,166866,False,2012,0,676,935,11,-4.55,1,0.0692,357,0.0,853,0.85,96055,"country, latin",
Otto Knows,Million Voices - Radio Edit,192866,False,2012,0,582,894,8,-6298,1,41,0.0022,0.0223,0.0664,0.0694,125946,"pop, Dance/Electronic",
Icona Pop,I Love It,156773,True,2012,51,0.71,901,1,-2686,1,0.0296,0.00828,1.34e-05,172,0.86,125953,"pop, Dance/Electronic",
